"UID","OrganizationIdentifier","OrganizationFormalName","ProviderName","MonitoringLocationIdentifier","MonitoringLocationName","MonitoringLocationTypeName","MonitoringLocationDescriptionText","IR_FLAG","IR_COMMENT","IR_MLID","IR_MLNAME","ASSESS_ID","AU_NAME","AU_Type","Water_Type","R317Descrp","ss_R317Descrp","BEN_CLASS","MLID_Count","Lat_Count","Long_Count","sites100m_count","LatitudeMeasure","LongitudeMeasure","IR_Lat","IR_Long","HUCEightDigitCode","DrainageAreaMeasure.MeasureValue","DrainageAreaMeasure.MeasureUnitCode","ContributingDrainageAreaMeasure.MeasureValue","ContributingDrainageAreaMeasure.MeasureUnitCode","SourceMapScaleNumeric","HorizontalAccuracyMeasure.MeasureValue","HorizontalAccuracyMeasure.MeasureUnitCode","HorizontalCollectionMethodName","HorizontalCoordinateReferenceSystemDatumName","VerticalMeasure.MeasureValue","VerticalMeasure.MeasureUnitCode","VerticalAccuracyMeasure.MeasureValue","VerticalAccuracyMeasure.MeasureUnitCode","VerticalCollectionMethodName","VerticalCoordinateReferenceSystemDatumName","CountryCode","StateCode","CountyCode","AquiferName","FormationTypeText","AquiferTypeName","ConstructionDateText","WellDepthMeasure.MeasureValue","WellDepthMeasure.MeasureUnitCode","WellHoleDepthMeasure.MeasureValue","WellHoleDepthMeasure.MeasureUnitCode","ValidationType"
630,"UTAHDWQ_WQX","Utah Department Of Environmental Quality","STORET","UTAHDWQ_WQX-4903950","HYRUM SLOUGH AT ISLAND RD XING","River/Stream",NA,"ACCEPT","Automatically accepted","UTAHDWQ_WQX-4903950","HYRUM SLOUGH AT ISLAND RD XING","UT16010203-008_00","Spring Creek-Cache","River/Stream","River / Stream","Little Bear River and tributaries, from Cutler Reservoir to headwaters",NA,"2B,3A,3D,4",1,1,1,0,41.692434016,-111.896886852,41.692434016,-111.896886852,16010203,NA,NA,NA,NA,NA,NA,NA,"GPS-Unspecified","WGS84",NA,NA,NA,NA,NA,NA,"US",49,5,NA,NA,NA,NA,NA,NA,NA,NA,"AUTO"
631,"UTAHDWQ_WQX","Utah Department Of Environmental Quality","STORET","UTAHDWQ_WQX-4904100","HYRUM SLOUGH AT 100 NORTH IN HYRUM","River/Stream",NA,"ACCEPT","Automatically accepted","UTAHDWQ_WQX-4904100","HYRUM SLOUGH AT 100 NORTH IN HYRUM","UT16010203-008_00","Spring Creek-Cache","River/Stream","River / Stream","Little Bear River and tributaries, from Cutler Reservoir to headwaters",NA,"2B,3A,3D,4",1,1,1,0,41.636040278,-111.850744424,41.636040278,-111.850744424,16010203,NA,NA,NA,NA,NA,NA,NA,"GPS-Unspecified","WGS84",NA,NA,NA,NA,NA,NA,"US",49,5,NA,NA,NA,NA,NA,NA,NA,NA,"AUTO"
632,"UTAHDWQ_WQX","Utah Department Of Environmental Quality","STORET","UTAHDWQ_WQX-4904110","HYRUM SLOUGH AT 300 NOTH IN HYRUM","River/Stream",NA,"ACCEPT","Automatically accepted","UTAHDWQ_WQX-4904110","HYRUM SLOUGH AT 300 NOTH IN HYRUM","UT16010203-008_00","Spring Creek-Cache","River/Stream","River / Stream","Little Bear River and tributaries, from Cutler Reservoir to headwaters",NA,"2B,3A,3D,4",1,1,1,0,41.640208657,-111.851003371,41.640208657,-111.851003371,16010203,NA,NA,NA,NA,NA,NA,NA,"GPS-Unspecified","WGS84",NA,NA,NA,NA,NA,NA,"US",49,5,NA,NA,NA,NA,NA,NA,NA,NA,"AUTO"
633,"UTAHDWQ_WQX","Utah Department Of Environmental Quality","STORET","UTAHDWQ_WQX-4904200","CITY CK 3/4 MI W OF US91 AT CR XING","River/Stream",NA,"ACCEPT","Automatically accepted","UTAHDWQ_WQX-4904200","CITY CK 3/4 MI W OF US91 AT CR XING","UT16010202-007_00","Cherry Creek","River/Stream","River / Stream","Cub River and tributaries, from confluence with Bear River to state line, except as listed below:",NA,"2B,3B,4",1,1,1,0,41.916869697,-111.829393641,41.916869697,-111.829393641,16010202,NA,NA,NA,NA,NA,NA,NA,"GPS-Unspecified","WGS84",NA,NA,NA,NA,NA,NA,"US",49,5,NA,NA,NA,NA,NA,NA,NA,NA,"AUTO"
634,"UTAHDWQ_WQX","Utah Department Of Environmental Quality","STORET","UTAHDWQ_WQX-4904240","CUB R AT CASPER ICE CREAM RD","River/Stream",NA,"ACCEPT","Automatically accepted","UTAHDWQ_WQX-4904240","CUB R AT CASPER ICE CREAM RD","UT16010202-010_00","Cub River","River/Stream","River / Stream","Cub River and tributaries, from confluence with Bear River to state line, except as listed below:",NA,"2B,3B,4",1,1,1,0,41.943674078,-111.838004763,41.943674078,-111.838004763,16010202,NA,NA,NA,NA,NA,NA,NA,"GPS-Unspecified","WGS84",NA,NA,NA,NA,NA,NA,"US",49,5,NA,NA,NA,NA,NA,NA,NA,NA,"AUTO"
635,"UTAHDWQ_WQX","Utah Department Of Environmental Quality","STORET","UTAHDWQ_WQX-4904250","CUB R AT U142 XING","River/Stream",NA,"ACCEPT","Automatically accepted","UTAHDWQ_WQX-4904250","CUB R AT U142 XING","UT16010202-010_00","Cub River","River/Stream","River / Stream","Cub River and tributaries, from confluence with Bear River to state line, except as listed below:",NA,"2B,3B,4",1,1,1,0,41.924924426,-111.851170529,41.924924426,-111.851170529,16010202,NA,NA,NA,NA,NA,NA,NA,"GPS-Unspecified","WGS84",NA,NA,NA,NA,NA,NA,"US",49,5,NA,NA,NA,NA,NA,NA,NA,NA,"AUTO"
636,"UTAHDWQ_WQX","Utah Department Of Environmental Quality","STORET","UTAHDWQ_WQX-4904280","ROBINSON CK BL WESTERN DAIRY","River/Stream",NA,"ACCEPT","Automatically accepted","UTAHDWQ_WQX-4904280","ROBINSON CK BL WESTERN DAIRY","UT16010202-007_00","Cherry Creek","River/Stream","River / Stream","Cub River and tributaries, from confluence with Bear River to state line, except as listed below:",NA,"2B,3B,4",1,1,1,0,41.921321025,-111.829113613,41.921321025,-111.829113613,16010202,NA,NA,NA,NA,NA,NA,NA,"GPS-Unspecified","WGS84",NA,NA,NA,NA,NA,NA,"US",49,5,NA,NA,NA,NA,NA,NA,NA,NA,"AUTO"
637,"UTAHDWQ_WQX","Utah Department Of Environmental Quality","STORET","UTAHDWQ_WQX-4904300","HIGH CK @ U91 XING","River/Stream",NA,"ACCEPT","Automatically accepted","UTAHDWQ_WQX-4904300","HIGH CK @ U91 XING","UT16010202-008_00","High Creek Lower","River/Stream","River / Stream","High Creek and tributaries, from confluence with Cub River to headwaters",NA,"2B,3A,4",1,1,1,0,41.956868421,-111.813007003,41.956868421,-111.813007003,16010202,NA,NA,NA,NA,NA,NA,NA,"GPS-Unspecified","WGS84",NA,NA,NA,NA,NA,NA,"US",49,5,NA,NA,NA,NA,NA,NA,NA,NA,"AUTO"
638,"UTAHDWQ_WQX","Utah Department Of Environmental Quality","STORET","UTAHDWQ_WQX-4904310","SPRING CK E OF LEWISTON @ U61 XING","River/Stream",NA,"ACCEPT","Automatically accepted","UTAHDWQ_WQX-4904310","SPRING CK E OF LEWISTON @ U61 XING","UT16010202-009_00","Spring Creek-Lewiston","River/Stream","River / Stream","Cub River and tributaries, from confluence with Bear River to state line, except as listed below:",NA,"2B,3B,4",1,1,1,0,41.976062,-111.81649,41.976062,-111.81649,16010202,NA,NA,NA,NA,NA,NA,NA,"GPS-Unspecified","WGS84",NA,NA,NA,NA,NA,NA,"US",49,5,NA,NA,NA,NA,NA,NA,NA,NA,"AUTO"
639,"UTAHDWQ_WQX","Utah Department Of Environmental Quality","STORET","UTAHDWQ_WQX-4904320","CHERRY CK @ U91 XING","River/Stream",NA,"ACCEPT","Automatically accepted","UTAHDWQ_WQX-4904320","CHERRY CK @ U91 XING","UT16010202-007_00","Cherry Creek","River/Stream","River / Stream","Cub River and tributaries, from confluence with Bear River to state line, except as listed below:",NA,"2B,3B,4",1,1,1,0,41.937606,-111.813811,41.937606,-111.813811,16010202,NA,NA,NA,NA,NA,NA,NA,"GPS-Unspecified","WGS84",NA,NA,NA,NA,NA,NA,"US",49,5,NA,NA,NA,NA,NA,NA,NA,NA,"AUTO"
640,"UTAHDWQ_WQX","Utah Department Of Environmental Quality","STORET","UTAHDWQ_WQX-4904330","HIGH CK @ USFS BNDY","River/Stream",NA,"ACCEPT","Automatically accepted","UTAHDWQ_WQX-4904330","HIGH CK @ USFS BNDY","UT16010202-008_00","High Creek Lower","River/Stream","River / Stream","High Creek and tributaries, from confluence with Cub River to headwaters",NA,"2B,3A,4",1,1,1,0,41.976404281,-111.756272282,41.976404281,-111.756272282,16010202,NA,NA,NA,NA,NA,NA,NA,"GPS-Unspecified","WGS84",NA,NA,NA,NA,NA,NA,"US",49,5,NA,NA,NA,NA,NA,NA,NA,NA,"AUTO"
641,"UTAHDWQ_WQX","Utah Department Of Environmental Quality","STORET","UTAHDWQ_WQX-4904334","HIGH CK AB CONFLUENCE WITH N FK HIGH CK","River/Stream",NA,"ACCEPT","Automatically accepted","UTAHDWQ_WQX-4904334","HIGH CK AB CONFLUENCE WITH N FK HIGH CK","UT16010202-012_00","High Creek Upper","River/Stream","River / Stream","High Creek and tributaries, from confluence with Cub River to headwaters",NA,"2B,3A,4",1,1,1,0,41.973813263,-111.706333535,41.973813263,-111.706333535,16010202,NA,NA,NA,NA,NA,NA,NA,"GPS-Unspecified","WGS84",NA,NA,NA,NA,NA,NA,"US",49,5,NA,NA,NA,NA,NA,NA,NA,NA,"AUTO"
642,"UTAHDWQ_WQX","Utah Department Of Environmental Quality","STORET","UTAHDWQ_WQX-4904340","CUB R @ 800 South ab High Creek","River/Stream",NA,"ACCEPT","Automatically accepted","UTAHDWQ_WQX-4904340","CUB R @ 800 South ab High Creek","UT16010202-010_00","Cub River","River/Stream","River / Stream","Cub River and tributaries, from confluence with Bear River to state line, except as listed below:",NA,"2B,3B,4",1,1,1,0,41.961317531,-111.831888524,41.961317531,-111.831888524,16010202,NA,NA,NA,NA,NA,NA,NA,"GPS-Unspecified","WGS84",NA,NA,NA,NA,NA,NA,"US",49,5,NA,NA,NA,NA,NA,NA,NA,NA,"AUTO"
643,"UTAHDWQ_WQX","Utah Department Of Environmental Quality","STORET","UTAHDWQ_WQX-4904510","HOPKINS SLOUGH OUTLET TO BEAR R .5MI N BENSON SCHOOL 20","River/Stream",NA,"REJECT","Automatically flagged for rejection","REJECT","REJECT","UT16010202-003_00","Hopkins Slough","Slough","River / Stream","Bear River and tributaries, from Great Salt Lake to Utah-Idaho border, except as listed below:",NA,"2B,3B,3D,4",NA,NA,NA,NA,41.801873679,-111.892729829,NA,NA,16010202,NA,NA,NA,NA,NA,NA,NA,"GPS-Unspecified","WGS84",NA,NA,NA,NA,NA,NA,"US",49,5,NA,NA,NA,NA,NA,NA,NA,NA,"AUTO"
644,"UTAHDWQ_WQX","Utah Department Of Environmental Quality","STORET","UTAHDWQ_WQX-4904720","CLAY SLOUGH AB BEAR R @ CR XING","River/Stream",NA,"REJECT","Automatically flagged for rejection","REJECT","REJECT","UT16010202-015_00","Clay Slough","Slough","River / Stream","Bear River and tributaries, from Great Salt Lake to Utah-Idaho border, except as listed below:",NA,"2B,3B,3D,4",NA,NA,NA,NA,41.830762256,-111.941891999,NA,NA,16010202,NA,NA,NA,NA,NA,NA,NA,"GPS-Unspecified","WGS84",NA,NA,NA,NA,NA,NA,"US",49,5,NA,NA,NA,NA,NA,NA,NA,NA,"AUTO"
645,"UTAHDWQ_WQX","Utah Department Of Environmental Quality","STORET","UTAHDWQ_WQX-4904800","LITTLE BEAR R @ AIRPORT RD XING","River/Stream","Blind Duplicate of 4905000","REJECT","Automatically flagged for rejection","REJECT","REJECT","UT16010203-009_00","Little Bear River-1","River/Stream","River / Stream","Little Bear River and tributaries, from Cutler Reservoir to headwaters",NA,"2B,3A,3D,4",NA,NA,NA,NA,41.718889223,-111.945005119,NA,NA,16010203,NA,NA,NA,NA,NA,NA,NA,"GPS-Unspecified","WGS84",NA,NA,NA,NA,NA,NA,"US",49,5,NA,NA,NA,NA,NA,NA,NA,NA,"AUTO"
646,"UTAHDWQ_WQX","Utah Department Of Environmental Quality","STORET","UTAHDWQ_WQX-4904810","SPRING CK SC-9","River/Stream",NA,"ACCEPT","Automatically accepted","UTAHDWQ_WQX-4904810","SPRING CK SC-9","UT16010203-008_00","Spring Creek-Cache","River/Stream","River / Stream","Little Bear River and tributaries, from Cutler Reservoir to headwaters",NA,"2B,3A,3D,4",1,1,1,0,41.652433816,-111.879386432,41.652433816,-111.879386432,16010203,NA,NA,NA,NA,NA,NA,NA,"GPS-Unspecified","WGS84",NA,NA,NA,NA,NA,NA,"US",49,5,NA,NA,NA,NA,NA,NA,NA,NA,"AUTO"
647,"UTAHDWQ_WQX","Utah Department Of Environmental Quality","STORET","UTAHDWQ_WQX-4904840","DITCH AB EA MILLER SC-12","Canal Drainage",NA,"REJECT","Automatically flagged for rejection","REJECT","REJECT","UT16010203-008_00","Spring Creek-Cache","River/Stream","River / Stream","Little Bear River and tributaries, from Cutler Reservoir to headwaters",NA,"2B,3A,3D,4",NA,NA,NA,NA,41.655565,-111.869025,NA,NA,16010203,NA,NA,NA,NA,NA,NA,NA,"GPS-Unspecified","WGS84",NA,NA,NA,NA,NA,NA,"US",49,5,NA,NA,NA,NA,NA,NA,NA,NA,"AUTO"
648,"UTAHDWQ_WQX","Utah Department Of Environmental Quality","STORET","UTAHDWQ_WQX-4904870","HYRUM SLOUGH @ NIBLEY COLLEGE WARD XING","River/Stream",NA,"ACCEPT","Automatically accepted","UTAHDWQ_WQX-4904870","HYRUM SLOUGH @ NIBLEY COLLEGE WARD XING","UT16010203-008_00","Spring Creek-Cache","River/Stream","River / Stream","Little Bear River and tributaries, from Cutler Reservoir to headwaters",NA,"2B,3A,3D,4",1,1,1,0,41.675246,-111.875019,41.675246,-111.875019,16010203,NA,NA,NA,NA,NA,NA,NA,"GPS-Unspecified","WGS84",NA,NA,NA,NA,NA,NA,"US",49,5,NA,NA,NA,NA,NA,NA,NA,NA,"AUTO"
649,"UTAHDWQ_WQX","Utah Department Of Environmental Quality","STORET","UTAHDWQ_WQX-4904900","SPRING CK @ CR 376 (MENDON) XING","River/Stream",NA,"ACCEPT","Automatically accepted","UTAHDWQ_WQX-4904900","SPRING CK @ CR 376 (MENDON) XING","UT16010203-008_00","Spring Creek-Cache","River/Stream","River / Stream","Little Bear River and tributaries, from Cutler Reservoir to headwaters",NA,"2B,3A,3D,4",1,1,1,0,41.721045369,-111.928001291,41.721045369,-111.928001291,16010203,NA,NA,NA,NA,NA,NA,NA,"GPS-Unspecified","WGS84",NA,NA,NA,NA,NA,NA,"US",49,5,NA,NA,NA,NA,NA,NA,NA,NA,"AUTO"
650,"UTAHDWQ_WQX","Utah Department Of Environmental Quality","STORET","UTAHDWQ_WQX-4904920","S FK SPRING CK E OF PELICAN POND @ RD XING","River/Stream",NA,"ACCEPT","Automatically accepted","UTAHDWQ_WQX-4904920","S FK SPRING CK E OF PELICAN POND @ RD XING","UT16010203-008_00","Spring Creek-Cache","River/Stream","River / Stream","Little Bear River and tributaries, from Cutler Reservoir to headwaters",NA,"2B,3A,3D,4",1,1,1,0,41.692431021,-111.913277801,41.692431021,-111.913277801,16010203,NA,NA,NA,NA,NA,NA,NA,"GPS-Unspecified","WGS84",NA,NA,NA,NA,NA,NA,"US",49,5,NA,NA,NA,NA,NA,NA,NA,NA,"AUTO"
651,"UTAHDWQ_WQX","Utah Department Of Environmental Quality","STORET","UTAHDWQ_WQX-4904940","S FK SPRING CK @ US 89 XING","River/Stream",NA,"ACCEPT","Automatically accepted","UTAHDWQ_WQX-4904940","S FK SPRING CK @ US 89 XING","UT16010203-008_00","Spring Creek-Cache","River/Stream","River / Stream","Little Bear River and tributaries, from Cutler Reservoir to headwaters",NA,"2B,3A,3D,4",1,1,1,0,41.667984488,-111.890505214,41.667984488,-111.890505214,16010203,NA,NA,NA,NA,NA,NA,NA,"GPS-Unspecified","WGS84",NA,NA,NA,NA,NA,NA,"US",49,5,NA,NA,NA,NA,NA,NA,NA,NA,"AUTO"
652,"UTAHDWQ_WQX","Utah Department Of Environmental Quality","STORET","UTAHDWQ_WQX-4904943","S FK SPRING CK W OF HYRUM WWTP AT END OF RD","River/Stream",NA,"ACCEPT","Automatically accepted","UTAHDWQ_WQX-4904943","S FK SPRING CK W OF HYRUM WWTP AT END OF RD","UT16010203-008_00","Spring Creek-Cache","River/Stream","River / Stream","Little Bear River and tributaries, from Cutler Reservoir to headwaters",NA,"2B,3A,3D,4",1,1,1,0,41.65409949,-111.888836731,41.65409949,-111.888836731,16010203,NA,NA,NA,NA,NA,NA,NA,"GPS-Unspecified","WGS84",NA,NA,NA,NA,NA,NA,"US",49,5,NA,NA,NA,NA,NA,NA,NA,NA,"AUTO"
653,"UTAHDWQ_WQX","Utah Department Of Environmental Quality","STORET","UTAHDWQ_WQX-4904965","Spring Ck BL confluence Hyrum Slough at 1800 S xing","River/Stream",NA,"ACCEPT","Automatically accepted","UTAHDWQ_WQX-4904965","Spring Ck BL confluence Hyrum Slough at 1800 S xing","UT16010203-008_00","Spring Creek-Cache","River/Stream","River / Stream","Little Bear River and tributaries, from Cutler Reservoir to headwaters",NA,"2B,3A,3D,4",1,1,1,0,41.699908,-111.902665,41.699908,-111.902665,16010203,NA,NA,NA,NA,NA,NA,NA,"GPS-Unspecified","WGS84",NA,NA,NA,NA,NA,NA,"US",49,5,NA,NA,NA,NA,NA,NA,NA,NA,"AUTO"
654,"UTAHDWQ_WQX","Utah Department Of Environmental Quality","STORET","UTAHDWQ_WQX-4904990","SPRING CK 1 1/3 MI N OF COLLEGE WARD @ CR XING","River/Stream",NA,"ACCEPT","Automatically accepted","UTAHDWQ_WQX-4904990","SPRING CK 1 1/3 MI N OF COLLEGE WARD @ CR XING","UT16010203-008_00","Spring Creek-Cache","River/Stream","River / Stream","Little Bear River and tributaries, from Cutler Reservoir to headwaters",NA,"2B,3A,3D,4",1,1,1,0,41.697987741,-111.881052321,41.697987741,-111.881052321,16010203,NA,NA,NA,NA,NA,NA,NA,"GPS-Unspecified","WGS84",NA,NA,NA,NA,NA,NA,"US",49,5,NA,NA,NA,NA,NA,NA,NA,NA,"AUTO"
655,"UTAHDWQ_WQX","Utah Department Of Environmental Quality","STORET","UTAHDWQ_WQX-4905000","LITTLE BEAR R @ CR376 XING (MENDON RD)","River/Stream",NA,"ACCEPT","Automatically accepted","UTAHDWQ_WQX-4905000","LITTLE BEAR R @ CR376 XING (MENDON RD)","UT16010203-009_00","Little Bear River-1","River/Stream","River / Stream","Little Bear River and tributaries, from Cutler Reservoir to headwaters",NA,"2B,3A,3D,4",1,1,1,0,41.718819753,-111.945785515,41.718819753,-111.945785515,16010203,NA,NA,NA,NA,NA,NA,NA,"GPS-Unspecified","WGS84",NA,NA,NA,NA,NA,NA,"US",49,5,NA,NA,NA,NA,NA,NA,NA,NA,"AUTO"
656,"UTAHDWQ_WQX","Utah Department Of Environmental Quality","STORET","UTAHDWQ_WQX-4905030","LITTLE BEAR R @ CR XING W OF ISLAND W OF PELICAN POND","River/Stream",NA,"ACCEPT","Automatically accepted","UTAHDWQ_WQX-4905030","LITTLE BEAR R @ CR XING W OF ISLAND W OF PELICAN POND","UT16010203-009_00","Little Bear River-1","River/Stream","River / Stream","Little Bear River and tributaries, from Cutler Reservoir to headwaters",NA,"2B,3A,3D,4",1,1,1,0,41.692150439,-111.942450607,41.692150439,-111.942450607,16010203,NA,NA,NA,NA,NA,NA,NA,"GPS-Unspecified","WGS84",NA,NA,NA,NA,NA,NA,"US",49,5,NA,NA,NA,NA,NA,NA,NA,NA,"AUTO"
657,"UTAHDWQ_WQX","Utah Department Of Environmental Quality","STORET","UTAHDWQ_WQX-4905040","LOGAN R AB CNFL / LITTLE BEAR R AT CR376 XING","River/Stream",NA,"ACCEPT","Automatically accepted","UTAHDWQ_WQX-4905040","LOGAN R AB CNFL / LITTLE BEAR R AT CR376 XING","UT16010203-005_00","Logan River-1","River/Stream","River / Stream","Logan River and tributaries, from Cutler Reservoir to headwaters",NA,"2B,3A,3D,4",1,1,1,0,41.720489491,-111.886613287,41.720489491,-111.886613287,16010203,NA,NA,NA,NA,NA,NA,NA,"GPS-Unspecified","WGS84",NA,NA,NA,NA,NA,NA,"US",49,5,NA,NA,NA,NA,NA,NA,NA,NA,"AUTO"
658,"UTAHDWQ_WQX","Utah Department Of Environmental Quality","STORET","UTAHDWQ_WQX-4905052","Swift Slough ab Logan Lagoons 002 outfall","River/Stream",NA,"REJECT","Automatically flagged for rejection","REJECT","REJECT","UT16010203-002_00","Swift Slough","Slough","River / Stream","Bear River and tributaries, from Great Salt Lake to Utah-Idaho border, except as listed below:",NA,"2B,3B,3D,4",NA,NA,NA,NA,41.771417,-111.911056,NA,NA,16010203,NA,NA,NA,NA,NA,NA,NA,"GPS-Unspecified","WGS84",NA,NA,NA,NA,NA,NA,"US",49,5,NA,NA,NA,NA,NA,NA,NA,NA,"AUTO"
659,"UTAHDWQ_WQX","Utah Department Of Environmental Quality","STORET","UTAHDWQ_WQX-4905140","Logan R @ 1000 West","River/Stream",NA,"ACCEPT","Automatically accepted","UTAHDWQ_WQX-4905140","Logan R @ 1000 West","UT16010203-005_00","Logan River-1","River/Stream","River / Stream","Logan River and tributaries, from Cutler Reservoir to headwaters",NA,"2B,3A,3D,4",1,1,1,0,41.70639899,-111.86222447,41.70639899,-111.86222447,16010203,NA,NA,NA,NA,NA,NA,NA,"GPS-Unspecified","WGS84",NA,NA,NA,NA,NA,NA,"US",49,5,NA,NA,NA,NA,NA,NA,NA,NA,"AUTO"
660,"UTAHDWQ_WQX","Utah Department Of Environmental Quality","STORET","UTAHDWQ_WQX-4905150","LOGAN R AB CNFL / BLACKSMITH FK R N OF US89","River/Stream",NA,"ACCEPT","Automatically accepted","UTAHDWQ_WQX-4905150","LOGAN R AB CNFL / BLACKSMITH FK R N OF US89","UT16010203-005_00","Logan River-1","River/Stream","River / Stream","Logan River and tributaries, from Cutler Reservoir to headwaters",NA,"2B,3A,3D,4",1,1,1,0,41.706044277,-111.849383003,41.706044277,-111.849383003,16010203,NA,NA,NA,NA,NA,NA,NA,"GPS-Unspecified","WGS84",NA,NA,NA,NA,NA,NA,"US",49,5,NA,NA,NA,NA,NA,NA,NA,NA,"AUTO"
661,"UTAHDWQ_WQX","Utah Department Of Environmental Quality","STORET","UTAHDWQ_WQX-4905170","Little Logan R at 1000 WEST ab Dairy","River/Stream",NA,"ACCEPT","Automatically accepted","UTAHDWQ_WQX-4905170","Little Logan R at 1000 WEST ab Dairy","UT16010203-005_00","Logan River-1","River/Stream","River / Stream","Logan River and tributaries, from Cutler Reservoir to headwaters",NA,"2B,3A,3D,4",1,1,1,0,41.716596787,-111.860773946,41.716596787,-111.860773946,16010203,NA,NA,NA,NA,NA,NA,NA,"GPS-Unspecified","WGS84",NA,NA,NA,NA,NA,NA,"US",49,5,NA,NA,NA,NA,NA,NA,NA,NA,"AUTO"
662,"UTAHDWQ_WQX","Utah Department Of Environmental Quality","STORET","UTAHDWQ_WQX-4905200","LOGAN R AT MOUTH OF CANYON","River/Stream",NA,"ACCEPT","Automatically accepted","UTAHDWQ_WQX-4905200","LOGAN R AT MOUTH OF CANYON","UT16010203-005_00","Logan River-1","River/Stream","River / Stream","Logan River and tributaries, from Cutler Reservoir to headwaters",NA,"2B,3A,3D,4",1,1,1,0,41.743263872,-111.784389824,41.743263872,-111.784389824,16010203,NA,NA,NA,NA,NA,NA,NA,"GPS-Unspecified","WGS84",NA,NA,NA,NA,NA,NA,"US",49,5,NA,NA,NA,NA,NA,NA,NA,NA,"AUTO"
663,"UTAHDWQ_WQX","Utah Department Of Environmental Quality","STORET","UTAHDWQ_WQX-4905240","R FK LOGAN R AB LOGAN R","River/Stream",NA,"ACCEPT","Automatically accepted","UTAHDWQ_WQX-4905240","R FK LOGAN R AB LOGAN R","UT16010203-006_00","Logan River-2","River/Stream","River / Stream","Logan River and tributaries, from Cutler Reservoir to headwaters",NA,"2B,3A,3D,4",1,1,1,0,41.780211786,-111.635494669,41.780211786,-111.635494669,16010203,NA,NA,NA,NA,NA,NA,NA,"GPS-Unspecified","WGS84",NA,NA,NA,NA,NA,NA,"US",49,5,NA,NA,NA,NA,NA,NA,NA,NA,"AUTO"
664,"UTAHDWQ_WQX","Utah Department Of Environmental Quality","STORET","UTAHDWQ_WQX-4905263","Logan River AB US 89 pullout at milepost 475.5","River/Stream",NA,"ACCEPT","Automatically accepted","UTAHDWQ_WQX-4905263","Logan River AB US 89 pullout at milepost 475.5","UT16010203-006_00","Logan River-2","River/Stream","River / Stream","Logan River and tributaries, from Cutler Reservoir to headwaters",NA,"2B,3A,3D,4",1,1,1,0,41.83259,-111.60485,41.83259,-111.60485,16010203,NA,NA,NA,NA,NA,NA,NA,"GPS-Unspecified","WGS84",NA,NA,NA,NA,NA,NA,"US",49,5,NA,NA,NA,NA,NA,NA,NA,NA,"AUTO"
665,"UTAHDWQ_WQX","Utah Department Of Environmental Quality","STORET","UTAHDWQ_WQX-4905270","TEMPLE FK AB LOGAN R","River/Stream",NA,"ACCEPT","Automatically accepted","UTAHDWQ_WQX-4905270","TEMPLE FK AB LOGAN R","UT16010203-006_00","Logan River-2","River/Stream","River / Stream","Logan River and tributaries, from Cutler Reservoir to headwaters",NA,"2B,3A,3D,4",1,1,1,0,41.833802024,-111.59182538,41.833802024,-111.59182538,16010203,NA,NA,NA,NA,NA,NA,NA,"GPS-Unspecified","WGS84",NA,NA,NA,NA,NA,NA,"US",49,5,NA,NA,NA,NA,NA,NA,NA,NA,"AUTO"
666,"UTAHDWQ_WQX","Utah Department Of Environmental Quality","STORET","UTAHDWQ_WQX-4905275","Temple Fork 0.4 mile AB USFS 170 road xing","River/Stream",NA,"ACCEPT","Automatically accepted","UTAHDWQ_WQX-4905275","Temple Fork 0.4 mile AB USFS 170 road xing","UT16010203-006_00","Logan River-2","River/Stream","River / Stream","Logan River and tributaries, from Cutler Reservoir to headwaters",NA,"2B,3A,3D,4",1,1,1,0,41.82271,-111.56996,41.82271,-111.56996,16010203,NA,NA,NA,NA,NA,NA,NA,"GPS-Unspecified","WGS84",NA,NA,NA,NA,NA,NA,"US",49,5,NA,NA,NA,NA,NA,NA,NA,NA,"AUTO"
667,"UTAHDWQ_WQX","Utah Department Of Environmental Quality","STORET","UTAHDWQ_WQX-4905301","Mottled Ck bl cnfl/ Bonneville R Duplicate of 4905200","River/Stream","Blind Duplicate of 4905200","REJECT","Automatically flagged for rejection","REJECT","REJECT","UT16010203-005_00","Logan River-1","River/Stream","River / Stream","Logan River and tributaries, from Cutler Reservoir to headwaters",NA,"2B,3A,3D,4",NA,NA,NA,NA,41.743263872,-111.784389824,NA,NA,16010203,NA,NA,NA,NA,NA,NA,NA,"GPS-Unspecified","WGS84",NA,NA,NA,NA,NA,NA,"US",49,5,NA,NA,NA,NA,NA,NA,NA,NA,"AUTO"
668,"UTAHDWQ_WQX","Utah Department Of Environmental Quality","STORET","UTAHDWQ_WQX-4905310","LOGAN R AB BEAVER CK","River/Stream",NA,"ACCEPT","Automatically accepted","UTAHDWQ_WQX-4905310","LOGAN R AB BEAVER CK","UT16010203-006_00","Logan River-2","River/Stream","River / Stream","Logan River and tributaries, from Cutler Reservoir to headwaters",NA,"2B,3A,3D,4",1,1,1,0,41.933266592,-111.566328078,41.933266592,-111.566328078,16010203,NA,NA,NA,NA,NA,NA,NA,"GPS-Unspecified","WGS84",NA,NA,NA,NA,NA,NA,"US",49,5,NA,NA,NA,NA,NA,NA,NA,NA,"AUTO"
